"Control Record Model for: "	Branch Location Management
"Record Type"	"Instance Record"	"Attribute"	"Description"	"Data Type"
"BQ"	BQ Troubleshooting Instance Record	Troubleshooting Preconditions	"The required status/situation before the duty/obligation can be met"	String
"BQ"	BQ Troubleshooting Instance Record	Troubleshooting Business Unit/Employee Reference	"The operating unit/employee responsible for undertaking the duty"	Object
"BQ"	BQ Troubleshooting Instance Record	Troubleshooting Work Schedule	"The timing and key actions/milestones involved in fulfilling the duty"	String
"BQ"	BQ Troubleshooting Instance Record	Business Service	"The Branch Location Management Plan specific Business Service"	Business Service
"BQ"	BQ Troubleshooting Instance Record	Troubleshooting Postconditions	"The completion status once the duty has been complied with (note the need to fulfill a duty may recur frequently)"	String
"BQ"	BQ Troubleshooting Instance Record	Troubleshooting Service Type	"Reference to the specific business service type"	String
"BQ"	BQ Troubleshooting Instance Record	Troubleshooting Service Description	"Description of the performed business service"	String
"BQ"	BQ Troubleshooting Instance Record	Troubleshooting Service Inputs and Ouputs	"Mandatory and optional inputs and output information for the business service"	String
"BQ"	BQ Troubleshooting Instance Record	Troubleshooting Service Work Product	"Documentation, meeting schedules, notes, reasearch. calculations and any other work products produced by the business service"	String
"BQ"	BQ Troubleshooting Instance Record	Troubleshooting Service Name	""	String
"BQ"	BQ Staff and  Location Planning Instance Record	""	"Oversee the working of a business unit, assign work, manage against a plan and troubleshoot issues  within Branch Location Management.. Example: Manage the day to day activities at a bank branch location."	""
"BQ"	BQ Staff and  Location Planning Instance Record	Staff and  Location Planning Preconditions	"The required status/situation before the duty/obligation can be met"	String
"BQ"	BQ Staff and  Location Planning Instance Record	Staff and  Location Planning Business Unit/Employee Reference	"The operating unit/employee responsible for undertaking the duty"	Object
"BQ"	BQ Staff and  Location Planning Instance Record	Staff and  Location Planning Work Schedule	"The timing and key actions/milestones involved in fulfilling the duty"	String
"BQ"	BQ Staff and  Location Planning Instance Record	Staff and Location Planning	"The Branch Location Management Plan specific Business Service"	Business Service
"BQ"	BQ Staff and  Location Planning Instance Record	Staff and  Location Planning Postconditions	"The completion status once the duty has been complied with (note the need to fulfill a duty may recur frequently)"	String
"BQ"	BQ Staff and  Location Planning Instance Record	Staff and  Location Planning Staff and Location Planning Service Type	"Reference to the specific business service type"	String
"BQ"	BQ Staff and  Location Planning Instance Record	Staff and  Location Planning Staff and Location Planning Service Description	"Description of the performed business service"	String
"BQ"	BQ Staff and  Location Planning Instance Record	Staff and  Location Planning Staff and Location Planning Service Inputs and Ouputs	"Mandatory and optional inputs and output information for the business service"	String
"BQ"	BQ Staff and  Location Planning Instance Record	Staff and  Location Planning Staff and Location Planning Service Work Product	"Documentation, meeting schedules, notes, reasearch. calculations and any other work products produced by the business service"	String
"BQ"	BQ Staff and  Location Planning Instance Record	Staff and  Location Planning Staff and Location Planning Service Name	""	String
"BQ"	BQ Branch Location Management Outcome Instance Record	""	""	""
"BQ"	BQ Branch Location Management Outcome Instance Record	Branch Location Management Performance Analysis	""	String
"BQ"	BQ Branch Location Management Outcome Instance Record	Branch Location Management Activity Analysis	""	String
"BQ"	BQ Branch Location Management Outcome Instance Record	Branch Location Management Charter	""	String
"BQ"	BQ Branch Location Management Outcome Instance Record	Branch Location Management Task	""	String
"BQ"	BQ Branch Location Management Outcome Instance Record	Branch Location Management Project	""	String
